RecNum	DateTime	DJI_Tank-4
1	02/29/20 10:00:00 am	26.977
2	02/29/20 10:01:00 am	26.977
3	02/29/20 10:02:00 am	26.977
4	02/29/20 10:03:00 am	26.977
5	02/29/20 10:04:00 am	26.977
6	02/29/20 10:05:00 am	26.977
7	02/29/20 10:06:00 am	26.977
8	02/29/20 10:07:00 am	27.075
9	02/29/20 10:08:00 am	27.173
10	02/29/20 10:09:00 am	27.468
11	02/29/20 10:10:00 am	27.468
12	02/29/20 10:11:00 am	27.468
13	02/29/20 10:12:00 am	27.468
14	02/29/20 10:13:00 am	27.468
15	02/29/20 10:14:00 am	27.468
16	02/29/20 10:15:00 am	27.468
17	02/29/20 10:16:00 am	27.468
18	02/29/20 10:17:00 am	27.370
19	02/29/20 10:18:00 am	27.370
20	02/29/20 10:19:00 am	27.468
21	02/29/20 10:20:00 am	27.468
22	02/29/20 10:21:00 am	27.468
23	02/29/20 10:22:00 am	27.468
24	02/29/20 10:23:00 am	27.468
25	02/29/20 10:24:00 am	27.468
26	02/29/20 10:25:00 am	27.468
27	02/29/20 10:26:00 am	27.468
28	02/29/20 10:27:00 am	27.468
29	02/29/20 10:28:00 am	27.567
30	02/29/20 10:29:00 am	27.567
31	02/29/20 10:30:00 am	27.567
32	02/29/20 10:31:00 am	27.665
33	02/29/20 10:32:00 am	27.665
34	02/29/20 10:33:00 am	27.665
35	02/29/20 10:34:00 am	27.764
36	02/29/20 10:35:00 am	27.764
37	02/29/20 10:36:00 am	27.764
38	02/29/20 10:37:00 am	27.862
39	02/29/20 10:38:00 am	27.862
40	02/29/20 10:39:00 am	27.862
41	02/29/20 10:40:00 am	27.961
42	02/29/20 10:41:00 am	27.961
43	02/29/20 10:42:00 am	27.961
44	02/29/20 10:43:00 am	28.060
45	02/29/20 10:44:00 am	28.060
46	02/29/20 10:45:00 am	28.159
47	02/29/20 10:46:00 am	28.159
48	02/29/20 10:47:00 am	28.258
49	02/29/20 10:48:00 am	28.258
50	02/29/20 10:49:00 am	28.357
51	02/29/20 10:50:00 am	28.357
52	02/29/20 10:51:00 am	28.357
53	02/29/20 10:52:00 am	28.456
54	02/29/20 10:53:00 am	28.456
55	02/29/20 10:54:00 am	28.456
56	02/29/20 10:55:00 am	28.555
57	02/29/20 10:56:00 am	28.555
58	02/29/20 10:57:00 am	28.555
59	02/29/20 10:58:00 am	28.655
60	02/29/20 10:59:00 am	28.655
61	02/29/20 11:00:00 am	28.655
62	02/29/20 11:01:00 am	28.655
63	02/29/20 11:02:00 am	28.655
64	02/29/20 11:03:00 am	28.655
65	02/29/20 11:04:00 am	28.754
66	02/29/20 11:05:00 am	28.754
67	02/29/20 11:06:00 am	28.754
68	02/29/20 11:07:00 am	28.754
69	02/29/20 11:08:00 am	28.754
70	02/29/20 11:09:00 am	28.853
71	02/29/20 11:10:00 am	28.853
72	02/29/20 11:11:00 am	28.853
73	02/29/20 11:12:00 am	28.853
74	02/29/20 11:13:00 am	28.853
75	02/29/20 11:14:00 am	28.953
76	02/29/20 11:15:00 am	28.953
77	02/29/20 11:16:00 am	28.953
78	02/29/20 11:17:00 am	28.953
79	02/29/20 11:18:00 am	28.953
80	02/29/20 11:19:00 am	29.053
81	02/29/20 11:20:00 am	29.053
82	02/29/20 11:21:00 am	29.053
83	02/29/20 11:22:00 am	29.053
84	02/29/20 11:23:00 am	29.053
85	02/29/20 11:24:00 am	29.053
86	02/29/20 11:25:00 am	29.053
87	02/29/20 11:26:00 am	29.053
88	02/29/20 11:27:00 am	29.053
89	02/29/20 11:28:00 am	29.053
90	02/29/20 11:29:00 am	29.053
91	02/29/20 11:30:00 am	29.053
92	02/29/20 11:31:00 am	29.053
93	02/29/20 11:32:00 am	29.053
94	02/29/20 11:33:00 am	28.953
95	02/29/20 11:34:00 am	28.953
96	02/29/20 11:35:00 am	28.953
97	02/29/20 11:36:00 am	28.953
98	02/29/20 11:37:00 am	28.853
99	02/29/20 11:38:00 am	28.853
100	02/29/20 11:39:00 am	28.853
101	02/29/20 11:40:00 am	28.853
102	02/29/20 11:41:00 am	28.853
103	02/29/20 11:42:00 am	28.853
104	02/29/20 11:43:00 am	28.853
105	02/29/20 11:44:00 am	28.853
106	02/29/20 11:45:00 am	28.853
107	02/29/20 11:46:00 am	28.754
108	02/29/20 11:47:00 am	28.754
109	02/29/20 11:48:00 am	28.754
110	02/29/20 11:49:00 am	28.754
111	02/29/20 11:50:00 am	28.754
112	02/29/20 11:51:00 am	28.754
113	02/29/20 11:52:00 am	28.754
114	02/29/20 11:53:00 am	28.754
115	02/29/20 11:54:00 am	28.754
116	02/29/20 11:55:00 am	28.655
117	02/29/20 11:56:00 am	28.655
118	02/29/20 11:57:00 am	28.655
119	02/29/20 11:58:00 am	28.655
120	02/29/20 11:59:00 am	28.655
121	02/29/20 12:00:00 pm	28.655
122	02/29/20 12:01:00 pm	28.655
123	02/29/20 12:02:00 pm	28.655
124	02/29/20 12:03:00 pm	28.655
125	02/29/20 12:04:00 pm	28.655
126	02/29/20 12:05:00 pm	28.655
127	02/29/20 12:06:00 pm	28.655
128	02/29/20 12:07:00 pm	28.655
