RecNum	DateTime	2018-08-19_StressTank36A
1	07/30/18 11:00:00 AM	29.652
2	07/30/18 11:01:00 AM	29.652
3	07/30/18 11:02:00 AM	29.652
4	07/30/18 11:03:00 AM	29.652
5	07/30/18 11:04:00 AM	29.652
6	07/30/18 11:05:00 AM	29.652
7	07/30/18 11:06:00 AM	29.652
8	07/30/18 11:07:00 AM	29.652
9	07/30/18 11:08:00 AM	29.652
10	07/30/18 11:09:00 AM	29.652
11	07/30/18 11:10:00 AM	29.652
12	07/30/18 11:11:00 AM	29.652
13	07/30/18 11:12:00 AM	29.652
14	07/30/18 11:13:00 AM	29.652
15	07/30/18 11:14:00 AM	29.652
16	07/30/18 11:15:00 AM	29.552
17	07/30/18 11:16:00 AM	29.552
18	07/30/18 11:17:00 AM	29.552
19	07/30/18 11:18:00 AM	29.552
20	07/30/18 11:19:00 AM	29.552
21	07/30/18 11:20:00 AM	29.552
22	07/30/18 11:21:00 AM	29.552
23	07/30/18 11:22:00 AM	29.552
24	07/30/18 11:23:00 AM	29.552
25	07/30/18 11:24:00 AM	29.552
26	07/30/18 11:25:00 AM	29.552
27	07/30/18 11:26:00 AM	29.552
28	07/30/18 11:27:00 AM	29.552
29	07/30/18 11:28:00 AM	29.452
30	07/30/18 11:29:00 AM	29.552
31	07/30/18 11:30:00 AM	29.552
32	07/30/18 11:31:00 AM	29.552
33	07/30/18 11:32:00 AM	29.452
34	07/30/18 11:33:00 AM	29.552
35	07/30/18 11:34:00 AM	29.452
36	07/30/18 11:35:00 AM	29.452
37	07/30/18 11:36:00 AM	29.452
38	07/30/18 11:37:00 AM	29.452
39	07/30/18 11:38:00 AM	29.452
40	07/30/18 11:39:00 AM	29.452
41	07/30/18 11:40:00 AM	29.452
42	07/30/18 11:41:00 AM	29.452
43	07/30/18 11:42:00 AM	29.452
44	07/30/18 11:43:00 AM	29.452
45	07/30/18 11:44:00 AM	29.452
46	07/30/18 11:45:00 AM	29.452
47	07/30/18 11:46:00 AM	29.452
48	07/30/18 11:47:00 AM	29.452
49	07/30/18 11:48:00 AM	29.452
50	07/30/18 11:49:00 AM	29.452
51	07/30/18 11:50:00 AM	29.452
52	07/30/18 11:51:00 AM	29.552
53	07/30/18 11:52:00 AM	29.552
54	07/30/18 11:53:00 AM	29.552
55	07/30/18 11:54:00 AM	29.552
56	07/30/18 11:55:00 AM	29.552
57	07/30/18 11:56:00 AM	29.652
58	07/30/18 11:57:00 AM	29.652
59	07/30/18 11:58:00 AM	29.652
60	07/30/18 11:59:00 AM	29.752
61	07/30/18 12:00:00 PM	29.752
62	07/30/18 12:01:00 PM	29.752
63	07/30/18 12:02:00 PM	29.853
64	07/30/18 12:03:00 PM	29.853
65	07/30/18 12:04:00 PM	29.953
66	07/30/18 12:05:00 PM	29.953
67	07/30/18 12:06:00 PM	30.054
68	07/30/18 12:07:00 PM	30.054
69	07/30/18 12:08:00 PM	30.054
70	07/30/18 12:09:00 PM	30.154
71	07/30/18 12:10:00 PM	30.154
72	07/30/18 12:11:00 PM	30.154
73	07/30/18 12:12:00 PM	30.255
74	07/30/18 12:13:00 PM	30.255
75	07/30/18 12:14:00 PM	30.255
76	07/30/18 12:15:00 PM	30.255
77	07/30/18 12:16:00 PM	30.255
78	07/30/18 12:17:00 PM	30.255
79	07/30/18 12:18:00 PM	30.255
80	07/30/18 12:19:00 PM	30.255
81	07/30/18 12:20:00 PM	30.255
82	07/30/18 12:21:00 PM	30.255
83	07/30/18 12:22:00 PM	30.255
84	07/30/18 12:23:00 PM	30.255
85	07/30/18 12:24:00 PM	30.255
86	07/30/18 12:25:00 PM	30.255
87	07/30/18 12:26:00 PM	30.356
88	07/30/18 12:27:00 PM	30.356
89	07/30/18 12:28:00 PM	30.356
