RecNum	DateTime	2018-08-19_StressTank36B
1	08/07/18 08:00:00 AM	32.807
2	08/07/18 08:01:00 AM	32.807
3	08/07/18 08:02:00 AM	32.807
4	08/07/18 08:03:00 AM	32.807
5	08/07/18 08:04:00 AM	32.911
6	08/07/18 08:05:00 AM	33.014
7	08/07/18 08:06:00 AM	33.222
8	08/07/18 08:07:00 AM	33.326
9	08/07/18 08:08:00 AM	33.430
10	08/07/18 08:09:00 AM	33.535
11	08/07/18 08:10:00 AM	33.639
12	08/07/18 08:11:00 AM	33.639
13	08/07/18 08:12:00 AM	33.743
14	08/07/18 08:13:00 AM	33.848
15	08/07/18 08:14:00 AM	33.953
16	08/07/18 08:15:00 AM	34.058
17	08/07/18 08:16:00 AM	34.163
18	08/07/18 08:17:00 AM	34.268
19	08/07/18 08:18:00 AM	34.268
20	08/07/18 08:19:00 AM	34.374
21	08/07/18 08:20:00 AM	34.374
22	08/07/18 08:21:00 AM	34.374
23	08/07/18 08:22:00 AM	34.374
24	08/07/18 08:23:00 AM	34.374
25	08/07/18 08:24:00 AM	34.268
26	08/07/18 08:25:00 AM	34.268
27	08/07/18 08:26:00 AM	34.268
28	08/07/18 08:27:00 AM	34.163
29	08/07/18 08:28:00 AM	34.163
30	08/07/18 08:29:00 AM	34.058
31	08/07/18 08:30:00 AM	34.058
32	08/07/18 08:31:00 AM	33.953
33	08/07/18 08:32:00 AM	33.953
34	08/07/18 08:33:00 AM	33.848
35	08/07/18 08:34:00 AM	33.848
36	08/07/18 08:35:00 AM	33.743
37	08/07/18 08:36:00 AM	33.743
38	08/07/18 08:37:00 AM	33.639
39	08/07/18 08:38:00 AM	33.639
40	08/07/18 08:39:00 AM	33.535
41	08/07/18 08:40:00 AM	33.535
42	08/07/18 08:41:00 AM	33.430
43	08/07/18 08:42:00 AM	33.430
44	08/07/18 08:43:00 AM	33.326
45	08/07/18 08:44:00 AM	33.326
46	08/07/18 08:45:00 AM	33.326
47	08/07/18 08:46:00 AM	33.326
48	08/07/18 08:47:00 AM	33.222
49	08/07/18 08:48:00 AM	33.222
50	08/07/18 08:49:00 AM	33.326
51	08/07/18 08:50:00 AM	33.326
52	08/07/18 08:51:00 AM	33.430
53	08/07/18 08:52:00 AM	33.535
54	08/07/18 08:53:00 AM	33.743
55	08/07/18 08:54:00 AM	33.848
56	08/07/18 08:55:00 AM	34.058
57	08/07/18 08:56:00 AM	34.058
58	08/07/18 08:57:00 AM	34.163
59	08/07/18 08:58:00 AM	34.163
60	08/07/18 08:59:00 AM	34.163
61	08/07/18 09:00:00 AM	34.163
62	08/07/18 09:01:00 AM	34.163
63	08/07/18 09:02:00 AM	34.163
64	08/07/18 09:03:00 AM	34.163
65	08/07/18 09:04:00 AM	34.163
66	08/07/18 09:05:00 AM	34.163
67	08/07/18 09:06:00 AM	34.163
68	08/07/18 09:07:00 AM	34.163
69	08/07/18 09:08:00 AM	34.163
70	08/07/18 09:09:00 AM	34.163
71	08/07/18 09:10:00 AM	34.163
72	08/07/18 09:11:00 AM	34.163
73	08/07/18 09:12:00 AM	34.163
74	08/07/18 09:13:00 AM	34.058
75	08/07/18 09:14:00 AM	34.058
76	08/07/18 09:15:00 AM	34.058
77	08/07/18 09:16:00 AM	34.058
78	08/07/18 09:17:00 AM	34.058
79	08/07/18 09:18:00 AM	34.058
