RecNum	DateTime	2018-08-19_StressTank33B
1	07/30/18 11:00:00 AM	29.252
2	07/30/18 11:01:00 AM	29.252
3	07/30/18 11:02:00 AM	29.252
4	07/30/18 11:03:00 AM	29.252
5	07/30/18 11:04:00 AM	29.252
6	07/30/18 11:05:00 AM	29.252
7	07/30/18 11:06:00 AM	29.252
8	07/30/18 11:07:00 AM	29.252
9	07/30/18 11:08:00 AM	29.252
10	07/30/18 11:09:00 AM	29.252
11	07/30/18 11:10:00 AM	29.252
12	07/30/18 11:11:00 AM	29.252
13	07/30/18 11:12:00 AM	29.252
14	07/30/18 11:13:00 AM	29.252
15	07/30/18 11:14:00 AM	29.252
16	07/30/18 11:15:00 AM	29.152
17	07/30/18 11:16:00 AM	29.152
18	07/30/18 11:17:00 AM	29.152
19	07/30/18 11:18:00 AM	29.152
20	07/30/18 11:19:00 AM	29.152
21	07/30/18 11:20:00 AM	29.152
22	07/30/18 11:21:00 AM	29.152
23	07/30/18 11:22:00 AM	29.152
24	07/30/18 11:23:00 AM	29.152
25	07/30/18 11:24:00 AM	29.152
26	07/30/18 11:25:00 AM	29.152
27	07/30/18 11:26:00 AM	29.053
28	07/30/18 11:27:00 AM	29.053
29	07/30/18 11:28:00 AM	29.053
30	07/30/18 11:29:00 AM	29.053
31	07/30/18 11:30:00 AM	29.053
32	07/30/18 11:31:00 AM	29.053
33	07/30/18 11:32:00 AM	29.053
34	07/30/18 11:33:00 AM	29.053
35	07/30/18 11:34:00 AM	29.053
36	07/30/18 11:35:00 AM	29.053
37	07/30/18 11:36:00 AM	29.053
38	07/30/18 11:37:00 AM	29.053
39	07/30/18 11:38:00 AM	29.053
40	07/30/18 11:39:00 AM	29.053
41	07/30/18 11:40:00 AM	29.053
42	07/30/18 11:41:00 AM	29.053
43	07/30/18 11:42:00 AM	29.053
44	07/30/18 11:43:00 AM	29.053
45	07/30/18 11:44:00 AM	29.053
46	07/30/18 11:45:00 AM	29.053
47	07/30/18 11:46:00 AM	29.053
48	07/30/18 11:47:00 AM	29.053
49	07/30/18 11:48:00 AM	29.053
50	07/30/18 11:49:00 AM	29.053
51	07/30/18 11:50:00 AM	29.053
52	07/30/18 11:51:00 AM	29.053
53	07/30/18 11:52:00 AM	29.053
54	07/30/18 11:53:00 AM	29.053
55	07/30/18 11:54:00 AM	29.053
56	07/30/18 11:55:00 AM	29.053
57	07/30/18 11:56:00 AM	29.152
