PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,T1RelayState,T2SP,T2inT,T2RelayState,T3SP,T3inT,T3RelayState,T4SP,T4inT,T4RelayState,
2018_July_31_AlWajh1_4,2018_August_4,410566,14,42,42,30.00,31.87,CHL,30.00,31.69,CHL,30.65,31.69,CHL,30.65,31.37,CHL,
2018_July_31_AlWajh1_4,2018_August_4,416178,14,42,48,30.00,31.81,CHL,30.00,31.69,CHL,30.65,31.62,CHL,30.65,31.37,CHL,
2018_July_31_AlWajh1_4,2018_August_4,421638,14,42,53,30.00,31.81,CHL,30.00,31.69,CHL,30.65,31.19,HTR,30.65,31.37,CHL,
2018_July_31_AlWajh1_4,2018_August_4,427096,14,42,59,30.00,31.81,CHL,30.00,31.69,CHL,30.65,31.25,CHL,30.65,31.37,CHL,
2018_July_31_AlWajh1_4,2018_August_4,432552,14,43,4,30.00,31.81,CHL,30.00,31.69,CHL,30.65,31.50,CHL,30.65,31.37,CHL,
2018_July_31_AlWajh1_4,2018_August_4,438014,14,43,13,30.00,31.81,CHL,30.00,31.69,CHL,30.65,31.62,CHL,30.65,31.37,CHL,
2018_July_31_AlWajh1_4,2018_August_4,447055,14,43,19,30.00,31.81,CHL,30.00,31.62,CHL,30.65,31.69,CHL,30.65,31.37,CHL,
2018_July_31_AlWajh1_4,2018_August_4,452515,14,43,24,30.00,31.81,CHL,30.00,31.62,CHL,30.65,31.69,CHL,30.65,31.37,CHL,
2018_July_31_AlWajh1_4,2018_August_4,457974,14,43,30,30.00,31.81,CHL,30.00,31.62,CHL,30.65,31.69,CHL,30.65,31.37,CHL,
2018_July_31_AlWajh1_4,2018_August_4,463439,14,43,35,30.00,31.81,CHL,30.00,31.62,CHL,30.65,31.69,CHL,30.65,31.31,CHL,
2018_July_31_AlWajh1_4,2018_August_4,468896,14,43,41,30.00,31.75,CHL,30.00,31.62,CHL,30.65,31.69,CHL,30.65,31.31,CHL,
2018_July_31_AlWajh1_4,2018_August_4,474356,14,43,46,30.00,31.75,CHL,30.00,31.62,CHL,30.65,31.69,CHL,30.65,31.31,CHL,
2018_July_31_AlWajh1_4,2018_August_4,479815,14,43,52,30.00,31.75,CHL,30.00,31.62,CHL,30.65,31.69,CHL,30.65,31.31,CHL,
2018_July_31_AlWajh1_4,2018_August_4,485279,14,43,57,30.00,31.75,CHL,30.00,31.62,CHL,30.65,31.69,CHL,30.65,31.31,CHL,
2018_July_31_AlWajh1_4,2018_August_4,490738,14,44,3,30.00,31.75,CHL,30.00,31.62,CHL,30.65,31.62,CHL,30.65,31.31,CHL,
2018_July_31_AlWajh1_4,2018_August_4,496195,14,44,8,30.00,31.75,CHL,30.00,31.62,CHL,30.65,31.69,CHL,30.65,31.31,CHL,
2018_July_31_AlWajh1_4,2018_August_4,501654,14,44,18,30.00,31.75,CHL,30.00,31.56,CHL,30.65,31.62,CHL,30.65,31.31,CHL,
2018_July_31_AlWajh1_4,2018_August_4,511803,14,44,24,30.00,31.69,CHL,30.00,31.56,CHL,30.65,31.62,CHL,30.65,31.25,CHL,
2018_July_31_AlWajh1_4,2018_August_4,517266,14,44,29,30.00,31.75,CHL,30.00,31.56,CHL,30.65,31.62,CHL,30.65,31.25,CHL,
2018_July_31_AlWajh1_4,2018_August_4,522877,14,44,35,30.00,31.75,CHL,30.00,31.56,CHL,30.65,31.62,CHL,30.65,31.25,CHL,
2018_July_31_AlWajh1_4,2018_August_4,528335,14,44,40,30.00,31.69,CHL,30.00,31.56,CHL,30.65,31.62,CHL,30.65,31.25,CHL,
2018_July_31_AlWajh1_4,2018_August_4,533794,14,44,46,30.00,31.69,CHL,30.00,31.56,CHL,30.65,31.62,CHL,30.65,31.25,CHL,
2018_July_31_AlWajh1_4,2018_August_4,539257,14,44,51,30.00,31.69,CHL,30.00,31.56,CHL,30.65,31.62,CHL,30.65,31.25,CHL,
2018_July_31_AlWajh1_4,2018_August_4,544715,14,44,57,30.00,31.69,CHL,30.00,31.56,CHL,30.65,31.62,CHL,30.65,31.25,CHL,
2018_July_31_AlWajh1_4,2018_August_4,550175,14,45,2,30.00,31.69,CHL,30.00,31.56,CHL,30.65,31.62,CHL,30.65,31.25,CHL,
2018_July_31_AlWajh1_4,2018_August_4,555633,14,45,8,30.00,31.69,CHL,30.00,31.50,CHL,30.65,31.62,CHL,30.65,31.25,CHL,
2018_July_31_AlWajh1_4,2018_August_4,561096,14,45,13,30.00,31.69,CHL,30.00,31.50,CHL,30.65,31.62,CHL,30.65,31.25,CHL,
2018_July_31_AlWajh1_4,2018_August_4,566556,14,45,19,30.00,31.69,CHL,30.00,31.50,CHL,30.73,31.56,CHL,30.73,31.25,CHL,
2018_July_31_AlWajh1_4,2018_August_4,572270,14,45,24,30.00,31.69,CHL,30.00,31.50,CHL,30.73,31.56,CHL,30.73,31.19,CHL,
2018_July_31_AlWajh1_4,2018_August_4,577728,14,45,30,30.00,31.69,CHL,30.00,31.50,CHL,30.73,31.56,CHL,30.73,31.19,CHL,
2018_July_31_AlWajh1_4,2018_August_4,583187,14,45,35,30.00,31.69,CHL,30.00,31.50,CHL,30.73,31.56,CHL,30.73,31.19,CHL,
2018_July_31_AlWajh1_4,2018_August_4,588650,14,45,41,30.00,31.69,CHL,30.00,31.50,CHL,30.73,31.56,CHL,30.73,31.19,CHL,
2018_July_31_AlWajh1_4,2018_August_4,594109,14,45,46,30.00,31.62,CHL,30.00,31.50,CHL,30.73,31.56,CHL,30.73,31.19,CHL,
PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,T1RelayState,T2SP,T2inT,T2RelayState,T3SP,T3inT,T3RelayState,T4SP,T4inT,T4RelayState,
2018_July_31_AlWajh1_4,2018_August_4,599569,14,45,52,30.00,31.62,CHL,30.00,31.50,CHL,30.73,31.56,CHL,30.73,31.19,CHL,
2018_July_31_AlWajh1_4,2018_August_4,605164,14,45,57,30.00,31.62,CHL,30.00,31.44,CHL,30.73,31.56,CHL,30.73,31.19,CHL,
2018_July_31_AlWajh1_4,2018_August_4,610774,14,46,3,30.00,31.62,CHL,30.00,31.44,CHL,30.73,31.56,CHL,30.73,31.19,CHL,
2018_July_31_AlWajh1_4,2018_August_4,616231,14,46,8,30.00,31.62,CHL,30.00,31.44,CHL,30.73,31.56,CHL,30.73,31.19,CHL,
2018_July_31_AlWajh1_4,2018_August_4,621688,14,46,14,30.00,31.62,CHL,30.00,31.44,CHL,30.73,31.56,CHL,30.73,31.19,CHL,
2018_July_31_AlWajh1_4,2018_August_4,627151,14,46,21,30.00,31.62,CHL,30.00,31.44,CHL,30.73,31.50,CHL,30.73,31.19,CHL,
2018_July_31_AlWajh1_4,2018_August_4,633966,14,46,26,30.00,31.62,CHL,30.00,31.44,CHL,30.73,31.50,CHL,30.73,31.19,CHL,
2018_July_31_AlWajh1_4,2018_August_4,639425,14,46,32,30.00,31.62,CHL,30.00,31.44,CHL,30.73,31.50,CHL,30.73,31.12,CHL,
2018_July_31_AlWajh1_4,2018_August_4,644884,14,46,37,30.00,31.62,CHL,30.00,31.44,CHL,30.73,31.50,CHL,30.73,31.12,CHL,
2018_July_31_AlWajh1_4,2018_August_4,650348,14,46,43,30.00,31.56,CHL,30.00,31.44,CHL,30.73,31.50,CHL,30.73,31.12,CHL,
2018_July_31_AlWajh1_4,2018_August_4,655805,14,46,48,30.00,31.62,CHL,30.00,31.44,CHL,30.73,31.50,CHL,30.73,31.12,CHL,
2018_July_31_AlWajh1_4,2018_August_4,661263,14,46,54,30.00,31.56,CHL,30.00,31.37,CHL,30.73,31.50,CHL,30.73,31.12,CHL,
2018_July_31_AlWajh1_4,2018_August_4,666721,14,46,59,30.00,31.56,CHL,30.00,31.37,CHL,30.73,31.50,CHL,30.73,31.12,CHL,
2018_July_31_AlWajh1_4,2018_August_4,672177,14,47,4,30.00,31.56,CHL,30.00,31.37,CHL,30.73,31.50,CHL,30.73,31.06,CHL,
2018_July_31_AlWajh1_4,2018_August_4,677639,14,47,10,30.00,31.56,CHL,30.00,31.37,CHL,30.73,31.50,CHL,30.73,31.06,CHL,
2018_July_31_AlWajh1_4,2018_August_4,683098,14,47,15,30.00,31.56,CHL,30.00,31.37,CHL,30.73,31.50,CHL,30.73,31.12,CHL,
2018_July_31_AlWajh1_4,2018_August_4,688558,14,47,23,30.00,31.50,CHL,30.00,31.37,CHL,30.73,31.50,CHL,30.73,31.06,CHL,
2018_July_31_AlWajh1_4,2018_August_4,696487,14,47,29,30.00,31.56,CHL,30.00,31.37,CHL,30.73,31.44,CHL,30.73,31.06,CHL,
2018_July_31_AlWajh1_4,2018_August_4,701947,14,47,34,30.00,31.50,CHL,30.00,31.37,CHL,30.73,31.44,CHL,30.73,31.06,CHL,
2018_July_31_AlWajh1_4,2018_August_4,707554,14,47,40,30.00,31.56,CHL,30.00,31.37,CHL,30.73,31.44,CHL,30.73,31.06,CHL,
2018_July_31_AlWajh1_4,2018_August_4,713011,14,47,45,30.00,31.50,CHL,30.00,31.37,CHL,30.73,31.44,CHL,30.73,31.06,CHL,
2018_July_31_AlWajh1_4,2018_August_4,718468,14,47,51,30.00,31.50,CHL,30.00,31.37,CHL,30.73,31.44,CHL,30.73,31.06,CHL,
2018_July_31_AlWajh1_4,2018_August_4,723932,14,47,56,30.00,31.50,CHL,30.00,31.31,CHL,30.73,31.44,CHL,30.73,31.06,CHL,
2018_July_31_AlWajh1_4,2018_August_4,729391,14,48,2,30.00,31.50,CHL,30.00,31.31,CHL,30.73,31.44,CHL,30.73,31.06,CHL,
2018_July_31_AlWajh1_4,2018_August_4,734849,14,48,7,30.00,31.50,CHL,30.00,31.31,CHL,30.73,31.44,CHL,30.73,31.00,CHL,
2018_July_31_AlWajh1_4,2018_August_4,740304,14,48,13,30.00,31.50,CHL,30.00,31.31,CHL,30.73,31.44,CHL,30.73,31.00,CHL,
2018_July_31_AlWajh1_4,2018_August_4,745761,14,48,18,30.00,31.44,CHL,30.00,31.31,CHL,30.73,31.44,CHL,30.73,31.00,CHL,
2018_July_31_AlWajh1_4,2018_August_4,751223,14,48,27,30.00,31.50,CHL,30.00,31.31,CHL,30.73,31.37,CHL,30.73,31.00,CHL,
2018_July_31_AlWajh1_4,2018_August_4,760260,14,48,33,30.00,31.44,CHL,30.00,31.31,CHL,30.73,31.37,CHL,30.73,31.00,CHL,
2018_July_31_AlWajh1_4,2018_August_4,765718,14,48,38,30.00,31.44,CHL,30.00,31.31,CHL,30.73,31.37,CHL,30.73,31.00,CHL,
2018_July_31_AlWajh1_4,2018_August_4,771178,14,48,44,30.00,31.44,CHL,30.00,31.25,CHL,30.73,31.37,CHL,30.73,31.00,CHL,
2018_July_31_AlWajh1_4,2018_August_4,776641,14,48,49,30.00,31.44,CHL,30.00,31.25,CHL,30.73,31.37,CHL,30.73,31.00,CHL,
2018_July_31_AlWajh1_4,2018_August_4,782099,14,48,55,30.00,31.44,CHL,30.00,31.25,CHL,30.73,31.37,CHL,30.73,30.94,HTR,
2018_July_31_AlWajh1_4,2018_August_4,787554,14,49,0,30.00,31.44,CHL,30.00,31.25,CHL,30.73,31.37,CHL,30.73,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,793011,14,49,5,30.00,31.44,CHL,30.00,31.25,CHL,30.73,31.37,CHL,30.73,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,798483,14,49,11,30.00,31.44,CHL,30.00,31.25,CHL,30.73,31.37,CHL,30.73,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,804092,14,49,17,30.00,31.44,CHL,30.00,31.25,CHL,30.73,31.37,CHL,30.73,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,809553,14,49,22,30.00,31.37,CHL,30.00,31.25,CHL,30.73,31.37,CHL,30.73,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,815013,14,49,32,30.00,31.37,CHL,30.00,31.25,CHL,30.73,31.37,CHL,30.73,31.00,CHL,
2018_July_31_AlWajh1_4,2018_August_4,825169,14,49,38,30.00,31.37,CHL,30.00,31.19,CHL,30.73,31.31,CHL,30.73,30.94,HTR,
2018_July_31_AlWajh1_4,2018_August_4,830629,14,49,43,30.00,31.37,CHL,30.00,31.25,CHL,30.73,31.31,CHL,30.73,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,836091,14,49,49,30.00,31.37,CHL,30.00,31.19,CHL,30.73,31.31,CHL,30.73,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,841552,14,49,54,30.00,31.37,CHL,30.00,31.19,CHL,30.73,31.31,CHL,30.73,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,847013,14,50,0,30.00,31.37,CHL,30.00,31.19,CHL,30.73,31.31,CHL,30.73,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,852477,14,50,5,30.00,31.37,CHL,30.00,31.19,CHL,30.73,31.31,CHL,30.73,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,857936,14,50,11,30.00,31.31,CHL,30.00,31.19,CHL,30.73,31.31,CHL,30.73,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,863397,14,50,16,30.00,31.31,CHL,30.00,31.19,CHL,30.73,31.31,CHL,30.73,30.87,HTR,
2018_July_31_AlWajh1_4,2018_August_4,868856,14,50,21,30.00,31.37,CHL,30.00,31.19,CHL,30.73,31.31,CHL,30.73,30.87,CHL,
2018_July_31_AlWajh1_4,2018_August_4,874323,14,50,27,30.00,31.31,CHL,30.00,31.19,CHL,30.73,31.31,CHL,30.73,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,879785,14,50,33,30.00,31.31,CHL,30.00,31.19,CHL,30.81,31.31,CHL,30.81,30.87,HTR,
2018_July_31_AlWajh1_4,2018_August_4,885498,14,50,38,30.00,31.31,CHL,30.00,31.12,CHL,30.81,31.25,CHL,30.81,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,890957,14,50,44,30.00,31.31,CHL,30.00,31.12,CHL,30.81,31.25,CHL,30.81,30.94,CHL,
