RecNum	DateTime	DJI_Tank-8
1	02/29/20 10:00:00 am	27.665
2	02/29/20 10:01:00 am	27.567
3	02/29/20 10:02:00 am	27.567
4	02/29/20 10:03:00 am	27.567
5	02/29/20 10:04:00 am	27.567
6	02/29/20 10:05:00 am	27.567
7	02/29/20 10:06:00 am	27.468
8	02/29/20 10:07:00 am	27.468
9	02/29/20 10:08:00 am	27.468
10	02/29/20 10:09:00 am	27.468
11	02/29/20 10:10:00 am	27.370
12	02/29/20 10:11:00 am	27.370
13	02/29/20 10:12:00 am	27.272
14	02/29/20 10:13:00 am	27.272
15	02/29/20 10:14:00 am	27.272
16	02/29/20 10:15:00 am	27.272
17	02/29/20 10:16:00 am	27.173
18	02/29/20 10:17:00 am	27.173
19	02/29/20 10:18:00 am	27.173
20	02/29/20 10:19:00 am	27.173
21	02/29/20 10:20:00 am	27.173
22	02/29/20 10:21:00 am	27.173
23	02/29/20 10:22:00 am	27.173
24	02/29/20 10:23:00 am	27.173
25	02/29/20 10:24:00 am	27.272
26	02/29/20 10:25:00 am	27.272
27	02/29/20 10:26:00 am	27.272
28	02/29/20 10:27:00 am	27.272
29	02/29/20 10:28:00 am	27.272
30	02/29/20 10:29:00 am	27.272
31	02/29/20 10:30:00 am	27.272
32	02/29/20 10:31:00 am	27.370
33	02/29/20 10:32:00 am	27.370
34	02/29/20 10:33:00 am	27.468
35	02/29/20 10:34:00 am	27.468
36	02/29/20 10:35:00 am	27.567
37	02/29/20 10:36:00 am	27.567
38	02/29/20 10:37:00 am	27.567
39	02/29/20 10:38:00 am	27.665
40	02/29/20 10:39:00 am	27.764
41	02/29/20 10:40:00 am	27.862
42	02/29/20 10:41:00 am	27.961
43	02/29/20 10:42:00 am	28.060
44	02/29/20 10:43:00 am	28.159
45	02/29/20 10:44:00 am	28.357
46	02/29/20 10:45:00 am	28.456
47	02/29/20 10:46:00 am	28.555
48	02/29/20 10:47:00 am	28.655
49	02/29/20 10:48:00 am	28.655
50	02/29/20 10:49:00 am	28.754
51	02/29/20 10:50:00 am	28.754
52	02/29/20 10:51:00 am	28.754
53	02/29/20 10:52:00 am	28.853
54	02/29/20 10:53:00 am	28.853
55	02/29/20 10:54:00 am	28.853
56	02/29/20 10:55:00 am	28.853
57	02/29/20 10:56:00 am	28.853
58	02/29/20 10:57:00 am	28.853
59	02/29/20 10:58:00 am	28.853
60	02/29/20 10:59:00 am	28.754
61	02/29/20 11:00:00 am	28.754
62	02/29/20 11:01:00 am	28.754
63	02/29/20 11:02:00 am	28.754
64	02/29/20 11:03:00 am	28.754
65	02/29/20 11:04:00 am	28.754
66	02/29/20 11:05:00 am	28.754
67	02/29/20 11:06:00 am	28.754
68	02/29/20 11:07:00 am	28.754
69	02/29/20 11:08:00 am	28.754
70	02/29/20 11:09:00 am	28.754
71	02/29/20 11:10:00 am	28.754
72	02/29/20 11:11:00 am	28.754
73	02/29/20 11:12:00 am	28.754
74	02/29/20 11:13:00 am	28.754
75	02/29/20 11:14:00 am	28.754
76	02/29/20 11:15:00 am	28.754
77	02/29/20 11:16:00 am	28.754
78	02/29/20 11:17:00 am	28.754
79	02/29/20 11:18:00 am	28.754
80	02/29/20 11:19:00 am	28.754
81	02/29/20 11:20:00 am	28.754
82	02/29/20 11:21:00 am	28.754
83	02/29/20 11:22:00 am	28.754
84	02/29/20 11:23:00 am	28.754
85	02/29/20 11:24:00 am	28.754
86	02/29/20 11:25:00 am	28.754
87	02/29/20 11:26:00 am	28.754
88	02/29/20 11:27:00 am	28.754
89	02/29/20 11:28:00 am	28.655
90	02/29/20 11:29:00 am	28.655
91	02/29/20 11:30:00 am	28.655
92	02/29/20 11:31:00 am	28.555
93	02/29/20 11:32:00 am	28.555
94	02/29/20 11:33:00 am	28.555
95	02/29/20 11:34:00 am	28.555
96	02/29/20 11:35:00 am	28.456
97	02/29/20 11:36:00 am	28.456
98	02/29/20 11:37:00 am	28.357
99	02/29/20 11:38:00 am	28.357
100	02/29/20 11:39:00 am	28.258
101	02/29/20 11:40:00 am	28.258
102	02/29/20 11:41:00 am	28.258
103	02/29/20 11:42:00 am	28.258
104	02/29/20 11:43:00 am	28.258
105	02/29/20 11:44:00 am	28.258
106	02/29/20 11:45:00 am	28.258
107	02/29/20 11:46:00 am	28.159
108	02/29/20 11:47:00 am	28.258
109	02/29/20 11:48:00 am	28.258
110	02/29/20 11:49:00 am	28.258
111	02/29/20 11:50:00 am	28.258
112	02/29/20 11:51:00 am	28.258
113	02/29/20 11:52:00 am	28.258
