PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,T1RelayState,T2SP,T2inT,T2RelayState,T3SP,T3inT,T3RelayState,T4SP,T4inT,T4RelayState,
2018_July_28_KaustDryTest1,2018_July_30,24865,14,6,20,30.17,34.63,CHL,30.17,34.38,CHL,30.25,34.56,CHL,30.25,34.00,CHL,
PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,T1RelayState,T2SP,T2inT,T2RelayState,T3SP,T3inT,T3RelayState,T4SP,T4inT,T4RelayState,
2018_July_28_KaustDryTest1,2018_July_30,25967,14,6,52,30.17,34.69,CHL,30.17,34.31,CHL,30.25,34.81,CHL,30.25,34.00,CHL,
2018_July_28_KaustDryTest1,2018_July_30,31564,14,6,58,30.17,34.69,CHL,30.17,34.38,CHL,30.25,34.81,CHL,30.25,34.00,CHL,
2018_July_28_KaustDryTest1,2018_July_30,37029,14,7,3,30.17,34.69,CHL,30.17,34.31,CHL,30.25,34.81,CHL,30.25,33.94,CHL,
2018_July_28_KaustDryTest1,2018_July_30,42488,14,7,9,30.17,34.75,CHL,30.17,34.38,CHL,30.25,34.88,CHL,30.25,33.94,CHL,
PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,T1RelayState,T2SP,T2inT,T2RelayState,T3SP,T3inT,T3RelayState,T4SP,T4inT,T4RelayState,
2018_July_28_KaustDryTest1,2018_July_30,27087,14,7,39,30.17,34.75,CHL,30.17,34.38,CHL,30.25,34.94,CHL,30.25,33.94,CHL,
PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,T1RelayState,T2SP,T2inT,T2RelayState,T3SP,T3inT,T3RelayState,T4SP,T4inT,T4RelayState,
2018_July_30_AlWajh5_8,2018_July_30,27065,14,8,23,30.17,34.75,CHL,30.17,34.38,CHL,30.25,35.00,CHL,30.25,33.88,CHL,
2018_July_30_AlWajh5_8,2018_July_30,32658,14,8,28,30.17,34.75,CHL,30.17,34.38,CHL,30.25,34.94,CHL,30.25,33.81,CHL,
